TriggerMethod,EventNumber,EventTime,Order,EventType,Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Temperature (°C),RH (%RH),Pressure (mbar),Est. Altitude (m),GPSStatus,GPSFixTime,Lattitude,Longitude,Speed (km/h),Heading
1,2291,01/20/2016 07:06:35 ,0,2,1,5.07E-01,0.00E+00,-2.03E-04,2,6.73E-01,0.00E+00,-2.69E-04,3,6.13E-01,0.00E+00,2.45E-04,4,6.44E-01,0.00E+00,-2.58E-04,5,4.35E-01,0.00E+00,1.74E-04,6,7.57E-01,0.00E+00,3.03E-04,Resultant,6.94E-01,0.00E+00,2.77E-04,16.23047,42.32422,859.7,1364,,,,,,
1,2292,01/20/2016 07:08:35 ,0,2,1,5.58E-01,0.00E+00,2.23E-04,2,7.75E-01,0.00E+00,-3.10E-04,3,5.00E-01,0.00E+00,2.00E-04,4,6.32E-01,0.00E+00,-2.53E-04,5,4.58E-01,0.00E+00,-1.83E-04,6,1.06E+00,0.00E+00,-4.24E-04,Resultant,7.85E-01,0.00E+00,3.14E-04,16.26953,42.13281,859.9,1362,,,,,,
1,2293,01/20/2016 07:10:35 ,0,2,1,5.54E-01,0.00E+00,-2.22E-04,2,8.69E-01,0.00E+00,-3.47E-04,3,5.91E-01,0.00E+00,-2.36E-04,4,1.07E+00,0.00E+00,-4.29E-04,5,6.55E-01,0.00E+00,-2.62E-04,6,9.26E-01,0.00E+00,-3.70E-04,Resultant,9.89E-01,0.00E+00,3.96E-04,16.26953,42.26172,860.3,1358,,,,,,
1,2294,01/20/2016 07:12:35 ,0,2,1,7.25E-01,0.00E+00,-2.90E-04,2,7.38E-01,0.00E+00,-2.95E-04,3,5.14E-01,0.00E+00,-2.05E-04,4,7.24E-01,0.00E+00,-2.89E-04,5,6.72E-01,0.00E+00,2.69E-04,6,8.32E-01,0.00E+00,-3.33E-04,Resultant,8.10E-01,0.00E+00,3.24E-04,16.30859,42.03906,859.9,1362,,,,,,
1,2295,01/20/2016 07:14:35 ,0,2,1,4.59E-01,0.00E+00,-1.83E-04,2,6.98E-01,0.00E+00,-2.79E-04,3,6.42E-01,0.00E+00,2.57E-04,4,7.08E-01,0.00E+00,-2.83E-04,5,5.44E-01,0.00E+00,2.18E-04,6,9.23E-01,0.00E+00,-3.69E-04,Resultant,7.96E-01,0.00E+00,3.19E-04,16.30859,41.94141,859.9,1362,,,,,,
1,2296,01/20/2016 07:16:35 ,0,2,1,6.39E-01,0.00E+00,2.56E-04,2,7.44E-01,0.00E+00,-2.97E-04,3,6.31E-01,0.00E+00,2.52E-04,4,8.97E-01,0.00E+00,-3.59E-04,5,4.80E-01,0.00E+00,-1.92E-04,6,8.69E-01,0.00E+00,3.47E-04,Resultant,8.60E-01,0.00E+00,3.44E-04,16.38672,41.94922,859.8,1363,,,,,,
1,2297,01/20/2016 07:18:35 ,0,2,1,6.31E-01,0.00E+00,-2.52E-04,2,6.62E-01,0.00E+00,-2.65E-04,3,5.05E-01,0.00E+00,2.02E-04,4,7.33E-01,0.00E+00,-2.93E-04,5,4.87E-01,0.00E+00,-1.95E-04,6,9.54E-01,0.00E+00,-3.82E-04,Resultant,7.29E-01,0.00E+00,2.92E-04,16.38672,41.82031,860,1361,,,,,,
1,2298,01/20/2016 07:20:35 ,0,2,1,5.58E-01,0.00E+00,-2.23E-04,2,8.29E-01,0.00E+00,-3.31E-04,3,5.27E-01,0.00E+00,2.11E-04,4,1.01E+00,0.00E+00,-4.04E-04,5,5.95E-01,0.00E+00,-2.38E-04,6,9.15E-01,0.00E+00,-3.66E-04,Resultant,9.12E-01,0.00E+00,3.65E-04,16.38672,41.88281,860,1361,,,,,,
1,2299,01/20/2016 07:22:35 ,0,2,1,7.41E-01,0.00E+00,-2.97E-04,2,8.10E-01,0.00E+00,-3.24E-04,3,5.51E-01,0.00E+00,-2.20E-04,4,1.01E+00,0.00E+00,-4.06E-04,5,6.74E-01,0.00E+00,-2.69E-04,6,1.11E+00,0.00E+00,-4.46E-04,Resultant,8.84E-01,0.00E+00,3.53E-04,16.38672,41.91797,859.9,1362,,,,,,
1,2300,01/20/2016 07:24:35 ,0,2,1,7.98E-01,0.00E+00,-3.19E-04,2,8.66E-01,0.00E+00,-3.47E-04,3,5.20E-01,0.00E+00,2.08E-04,4,7.49E-01,0.00E+00,-3.00E-04,5,5.28E-01,0.00E+00,-2.11E-04,6,9.11E-01,0.00E+00,-3.64E-04,Resultant,9.68E-01,0.00E+00,3.87E-04,16.38672,42.08203,859.8,1363,,,,,,
1,2301,01/20/2016 07:26:35 ,0,2,1,6.88E-01,0.00E+00,-2.75E-04,2,9.57E-01,0.00E+00,-3.83E-04,3,6.21E-01,0.00E+00,2.48E-04,4,1.05E+00,0.00E+00,-4.20E-04,5,6.40E-01,0.00E+00,2.56E-04,6,9.11E-01,0.00E+00,-3.64E-04,Resultant,9.99E-01,0.00E+00,3.99E-04,16.34766,41.94531,859.9,1362,,,,,,
1,2302,01/20/2016 07:28:35 ,0,2,1,4.00E-01,0.00E+00,-1.60E-04,2,6.09E-01,0.00E+00,-2.43E-04,3,5.10E-01,0.00E+00,2.04E-04,4,5.69E-01,0.00E+00,-2.27E-04,5,3.99E-01,0.00E+00,-1.60E-04,6,7.94E-01,0.00E+00,3.18E-04,Resultant,6.58E-01,0.00E+00,2.63E-04,16.38672,42.01563,859.7,1364,,,,,,
1,2303,01/20/2016 07:30:35 ,0,2,1,4.34E-01,0.00E+00,-1.74E-04,2,7.10E-01,0.00E+00,-2.84E-04,3,5.98E-01,0.00E+00,-2.39E-04,4,9.34E-01,0.00E+00,-3.74E-04,5,5.25E-01,0.00E+00,2.10E-04,6,8.56E-01,0.00E+00,3.43E-04,Resultant,7.54E-01,0.00E+00,3.02E-04,16.38672,42.01563,859.9,1362,,,,,,
1,2304,01/20/2016 07:32:35 ,0,2,1,4.91E-01,0.00E+00,-1.96E-04,2,6.51E-01,0.00E+00,-2.60E-04,3,4.49E-01,0.00E+00,1.80E-04,4,5.67E-01,0.00E+00,-2.27E-04,5,5.83E-01,0.00E+00,2.33E-04,6,8.16E-01,0.00E+00,-3.26E-04,Resultant,6.96E-01,0.00E+00,2.79E-04,16.42969,41.89063,860,1361,,,,,,
1,2305,01/20/2016 07:34:35 ,0,2,1,4.86E-01,0.00E+00,-1.95E-04,2,4.95E-01,0.00E+00,1.98E-04,3,4.81E-01,0.00E+00,-1.93E-04,4,5.14E-01,0.00E+00,-2.06E-04,5,4.76E-01,0.00E+00,-1.90E-04,6,7.55E-01,0.00E+00,3.02E-04,Resultant,6.96E-01,0.00E+00,2.79E-04,16.42969,41.89063,859.9,1362,,,,,,
1,2306,01/20/2016 07:36:35 ,0,2,1,5.02E-01,0.00E+00,-2.01E-04,2,5.51E-01,0.00E+00,-2.21E-04,3,5.39E-01,0.00E+00,-2.16E-04,4,6.06E-01,0.00E+00,2.42E-04,5,5.18E-01,0.00E+00,2.07E-04,6,1.02E+00,0.00E+00,4.07E-04,Resultant,6.74E-01,0.00E+00,2.70E-04,16.46875,41.85938,859.9,1362,,,,,,
1,2307,01/20/2016 07:38:35 ,0,2,1,5.28E-01,0.00E+00,-2.11E-04,2,5.00E-01,0.00E+00,2.00E-04,3,5.21E-01,0.00E+00,-2.09E-04,4,7.70E-01,0.00E+00,-3.08E-04,5,5.15E-01,0.00E+00,2.06E-04,6,9.45E-01,0.00E+00,-3.78E-04,Resultant,6.58E-01,0.00E+00,2.63E-04,16.46875,41.82813,859.7,1364,,,,,,
1,2308,01/20/2016 07:40:35 ,0,2,1,4.37E-01,0.00E+00,1.75E-04,2,4.85E-01,0.00E+00,-1.94E-04,3,5.40E-01,0.00E+00,-2.16E-04,4,5.71E-01,0.00E+00,-2.28E-04,5,4.99E-01,0.00E+00,2.00E-04,6,8.40E-01,0.00E+00,3.36E-04,Resultant,5.77E-01,0.00E+00,2.31E-04,16.50781,41.80078,859.6,1365,,,,,,
1,2309,01/20/2016 07:42:35 ,0,2,1,4.22E-01,0.00E+00,1.69E-04,2,5.58E-01,0.00E+00,2.23E-04,3,5.12E-01,0.00E+00,2.05E-04,4,5.37E-01,0.00E+00,2.15E-04,5,4.42E-01,0.00E+00,-1.77E-04,6,7.80E-01,0.00E+00,-3.12E-04,Resultant,5.97E-01,0.00E+00,2.39E-04,16.50781,41.60156,859.7,1364,,,,,,
1,2310,01/20/2016 07:44:35 ,0,2,1,4.27E-01,0.00E+00,-1.71E-04,2,8.31E-01,0.00E+00,-3.33E-04,3,5.47E-01,0.00E+00,2.19E-04,4,9.47E-01,0.00E+00,3.79E-04,5,4.81E-01,0.00E+00,-1.92E-04,6,8.32E-01,0.00E+00,-3.33E-04,Resultant,8.58E-01,0.00E+00,3.43E-04,16.54688,41.57422,859.8,1363,,,,,,
1,2311,01/20/2016 07:46:35 ,0,2,1,4.84E-01,0.00E+00,-1.94E-04,2,4.91E-01,0.00E+00,1.96E-04,3,5.72E-01,0.00E+00,2.29E-04,4,5.72E-01,0.00E+00,-2.29E-04,5,5.05E-01,0.00E+00,2.02E-04,6,7.28E-01,0.00E+00,-2.91E-04,Resultant,7.41E-01,0.00E+00,2.96E-04,16.54688,41.64063,859.7,1364,,,,,,
1,2312,01/20/2016 07:48:35 ,0,2,1,4.53E-01,0.00E+00,-1.81E-04,2,5.73E-01,0.00E+00,2.29E-04,3,5.02E-01,0.00E+00,2.01E-04,4,6.21E-01,0.00E+00,2.48E-04,5,4.33E-01,0.00E+00,-1.73E-04,6,7.89E-01,0.00E+00,3.16E-04,Resultant,6.85E-01,0.00E+00,2.74E-04,16.58984,41.71094,859.7,1364,,,,,,
1,2313,01/20/2016 07:50:35 ,0,2,1,4.61E-01,0.00E+00,-1.85E-04,2,6.23E-01,0.00E+00,-2.49E-04,3,6.64E-01,0.00E+00,2.66E-04,4,9.19E-01,0.00E+00,3.68E-04,5,3.92E-01,0.00E+00,-1.57E-04,6,8.51E-01,0.00E+00,-3.40E-04,Resultant,7.59E-01,0.00E+00,3.04E-04,16.58984,41.44922,859.8,1363,,,,,,
1,2314,01/20/2016 07:52:35 ,0,2,1,4.34E-01,0.00E+00,-1.74E-04,2,5.51E-01,0.00E+00,2.20E-04,3,6.84E-01,0.00E+00,2.74E-04,4,6.36E-01,0.00E+00,-2.55E-04,5,4.55E-01,0.00E+00,1.82E-04,6,9.42E-01,0.00E+00,-3.77E-04,Resultant,7.31E-01,0.00E+00,2.92E-04,16.62891,41.38672,859.8,1363,,,,,,
1,2315,01/20/2016 07:54:35 ,0,2,1,4.53E-01,0.00E+00,-1.81E-04,2,4.88E-01,0.00E+00,1.95E-04,3,4.33E-01,0.00E+00,1.73E-04,4,5.86E-01,0.00E+00,-2.35E-04,5,4.02E-01,0.00E+00,1.61E-04,6,7.03E-01,0.00E+00,-2.81E-04,Resultant,6.86E-01,0.00E+00,2.74E-04,16.62891,41.38672,859.9,1362,,,,,,
1,2316,01/20/2016 07:56:35 ,0,2,1,3.79E-01,0.00E+00,-1.52E-04,2,6.17E-01,0.00E+00,-2.47E-04,3,5.21E-01,0.00E+00,-2.08E-04,4,6.66E-01,0.00E+00,-2.66E-04,5,4.27E-01,0.00E+00,-1.71E-04,6,7.50E-01,0.00E+00,-3.00E-04,Resultant,6.89E-01,0.00E+00,2.75E-04,16.62891,41.38672,860,1361,,,,,,
1,2317,01/20/2016 07:58:35 ,0,2,1,4.62E-01,0.00E+00,-1.85E-04,2,6.10E-01,0.00E+00,2.44E-04,3,6.27E-01,0.00E+00,2.51E-04,4,6.29E-01,0.00E+00,2.51E-04,5,4.53E-01,0.00E+00,1.81E-04,6,7.21E-01,0.00E+00,-2.88E-04,Resultant,6.84E-01,0.00E+00,2.74E-04,16.62891,41.41797,859.7,1364,,,,,,
1,2318,01/20/2016 08:00:35 ,0,2,1,5.09E-01,0.00E+00,-2.04E-04,2,6.27E-01,0.00E+00,2.51E-04,3,5.63E-01,0.00E+00,-2.25E-04,4,6.19E-01,0.00E+00,2.47E-04,5,4.22E-01,0.00E+00,1.69E-04,6,7.32E-01,0.00E+00,2.93E-04,Resultant,6.63E-01,0.00E+00,2.65E-04,16.62891,41.38672,859.8,1363,,,,,,
1,2319,01/20/2016 08:02:35 ,0,2,1,4.35E-01,0.00E+00,1.74E-04,2,6.30E-01,0.00E+00,2.52E-04,3,5.17E-01,0.00E+00,-2.07E-04,4,6.16E-01,0.00E+00,-2.46E-04,5,4.87E-01,0.00E+00,1.95E-04,6,9.51E-01,0.00E+00,-3.80E-04,Resultant,7.73E-01,0.00E+00,3.09E-04,16.58984,41.25,860.1,1360,,,,,,
1,2320,01/20/2016 08:04:35 ,0,2,1,4.62E-01,0.00E+00,-1.85E-04,2,6.15E-01,0.00E+00,2.46E-04,3,5.06E-01,0.00E+00,2.02E-04,4,5.53E-01,0.00E+00,2.21E-04,5,4.57E-01,0.00E+00,1.83E-04,6,7.45E-01,0.00E+00,-2.98E-04,Resultant,6.81E-01,0.00E+00,2.72E-04,16.58984,41.28516,860,1361,,,,,,
1,2321,01/20/2016 08:06:35 ,0,2,1,4.33E-01,0.00E+00,1.73E-04,2,6.72E-01,0.00E+00,2.69E-04,3,5.23E-01,0.00E+00,2.09E-04,4,6.55E-01,0.00E+00,2.62E-04,5,5.39E-01,0.00E+00,2.15E-04,6,8.27E-01,0.00E+00,-3.31E-04,Resultant,7.31E-01,0.00E+00,2.93E-04,16.58984,41.38281,859.9,1362,,,,,,
1,2322,01/20/2016 08:08:35 ,0,2,1,4.87E-01,0.00E+00,-1.95E-04,2,6.68E-01,0.00E+00,-2.67E-04,3,5.13E-01,0.00E+00,2.05E-04,4,5.71E-01,0.00E+00,-2.28E-04,5,4.23E-01,0.00E+00,1.69E-04,6,7.75E-01,0.00E+00,-3.10E-04,Resultant,6.99E-01,0.00E+00,2.80E-04,16.54688,41.37891,859.8,1363,,,,,,
1,2323,01/20/2016 08:10:35 ,0,2,1,5.88E-01,0.00E+00,2.35E-04,2,7.16E-01,0.00E+00,-2.86E-04,3,5.71E-01,0.00E+00,2.29E-04,4,9.14E-01,0.00E+00,-3.66E-04,5,6.93E-01,0.00E+00,-2.77E-04,6,1.08E+00,0.00E+00,-4.32E-04,Resultant,7.43E-01,0.00E+00,2.97E-04,16.54688,41.47656,860.1,1360,,,,,,
1,2324,01/20/2016 08:12:35 ,0,2,1,4.05E-01,0.00E+00,-1.62E-04,2,5.94E-01,0.00E+00,2.38E-04,3,5.11E-01,0.00E+00,-2.04E-04,4,5.97E-01,0.00E+00,-2.39E-04,5,4.40E-01,0.00E+00,-1.76E-04,6,7.79E-01,0.00E+00,-3.12E-04,Resultant,6.56E-01,0.00E+00,2.62E-04,16.50781,41.50391,859.7,1364,,,,,,
1,2325,01/20/2016 08:14:35 ,0,2,1,7.22E-01,0.00E+00,-2.89E-04,2,1.06E+00,0.00E+00,-4.23E-04,3,6.58E-01,0.00E+00,2.63E-04,4,1.17E+00,0.00E+00,-4.69E-04,5,7.63E-01,0.00E+00,3.05E-04,6,9.71E-01,0.00E+00,3.88E-04,Resultant,1.13E+00,0.00E+00,4.53E-04,16.50781,41.50391,859.8,1363,,,,,,
1,2326,01/20/2016 08:16:35 ,0,2,1,5.83E-01,0.00E+00,-2.33E-04,2,6.15E-01,0.00E+00,-2.46E-04,3,6.47E-01,0.00E+00,2.59E-04,4,6.85E-01,0.00E+00,-2.74E-04,5,4.35E-01,0.00E+00,-1.74E-04,6,7.51E-01,0.00E+00,-3.01E-04,Resultant,7.36E-01,0.00E+00,2.94E-04,16.50781,41.53906,859.9,1362,,,,,,
1,2327,01/20/2016 08:18:35 ,0,2,1,5.15E-01,0.00E+00,2.06E-04,2,6.01E-01,0.00E+00,-2.41E-04,3,4.76E-01,0.00E+00,-1.90E-04,4,8.16E-01,0.00E+00,-3.26E-04,5,5.33E-01,0.00E+00,2.13E-04,6,9.24E-01,0.00E+00,-3.70E-04,Resultant,6.97E-01,0.00E+00,2.79E-04,16.50781,41.53906,859.8,1363,,,,,,
1,2328,01/20/2016 08:20:35 ,0,2,1,5.20E-01,0.00E+00,-2.08E-04,2,5.48E-01,0.00E+00,-2.19E-04,3,5.86E-01,0.00E+00,-2.34E-04,4,5.84E-01,0.00E+00,2.34E-04,5,4.42E-01,0.00E+00,1.77E-04,6,9.58E-01,0.00E+00,3.83E-04,Resultant,6.57E-01,0.00E+00,2.63E-04,16.46875,41.56641,859.8,1363,,,,,,
1,2329,01/20/2016 08:22:35 ,0,2,1,4.99E-01,0.00E+00,-1.99E-04,2,6.41E-01,0.00E+00,-2.56E-04,3,4.58E-01,0.00E+00,-1.83E-04,4,6.61E-01,0.00E+00,-2.64E-04,5,4.76E-01,0.00E+00,-1.91E-04,6,7.60E-01,0.00E+00,-3.04E-04,Resultant,7.44E-01,0.00E+00,2.98E-04,16.46875,41.37109,859.6,1365,,,,,,
1,2330,01/20/2016 08:24:35 ,0,2,1,4.70E-01,0.00E+00,-1.88E-04,2,6.20E-01,0.00E+00,2.48E-04,3,5.22E-01,0.00E+00,2.09E-04,4,5.17E-01,0.00E+00,2.07E-04,5,4.05E-01,0.00E+00,1.62E-04,6,6.97E-01,0.00E+00,2.79E-04,Resultant,7.60E-01,0.00E+00,3.04E-04,16.46875,41.30469,859.9,1362,,,,,,
1,2331,01/20/2016 08:26:35 ,0,2,1,4.62E-01,0.00E+00,-1.85E-04,2,6.08E-01,0.00E+00,2.43E-04,3,5.61E-01,0.00E+00,2.24E-04,4,6.46E-01,0.00E+00,2.59E-04,5,4.66E-01,0.00E+00,1.87E-04,6,8.33E-01,0.00E+00,-3.33E-04,Resultant,6.49E-01,0.00E+00,2.59E-04,16.42969,41.49609,859.9,1362,,,,,,
1,2332,01/20/2016 08:28:35 ,0,2,1,5.60E-01,0.00E+00,-2.24E-04,2,6.56E-01,0.00E+00,-2.62E-04,3,5.12E-01,0.00E+00,-2.05E-04,4,6.36E-01,0.00E+00,-2.54E-04,5,5.02E-01,0.00E+00,2.01E-04,6,7.33E-01,0.00E+00,2.93E-04,Resultant,7.98E-01,0.00E+00,3.19E-04,16.42969,41.49609,860,1361,,,,,,
1,2333,01/20/2016 08:30:35 ,0,2,1,4.20E-01,0.00E+00,-1.68E-04,2,6.21E-01,0.00E+00,2.48E-04,3,4.96E-01,0.00E+00,-1.99E-04,4,5.71E-01,0.00E+00,2.29E-04,5,4.80E-01,0.00E+00,-1.92E-04,6,7.48E-01,0.00E+00,2.99E-04,Resultant,6.81E-01,0.00E+00,2.72E-04,16.42969,41.36328,860,1361,,,,,,
1,2334,01/20/2016 08:32:35 ,0,2,1,3.66E-01,0.00E+00,-1.46E-04,2,5.94E-01,0.00E+00,2.37E-04,3,5.39E-01,0.00E+00,2.16E-04,4,5.21E-01,0.00E+00,-2.09E-04,5,5.09E-01,0.00E+00,-2.04E-04,6,7.76E-01,0.00E+00,3.10E-04,Resultant,6.33E-01,0.00E+00,2.53E-04,16.42969,41.30078,860,1361,,,,,,
1,2335,01/20/2016 08:34:35 ,0,2,1,5.00E-01,0.00E+00,2.00E-04,2,6.01E-01,0.00E+00,-2.40E-04,3,6.09E-01,0.00E+00,-2.44E-04,4,5.14E-01,0.00E+00,2.06E-04,5,4.63E-01,0.00E+00,1.85E-04,6,7.41E-01,0.00E+00,-2.96E-04,Resultant,7.81E-01,0.00E+00,3.12E-04,16.38672,41.23047,860,1361,,,,,,
1,2336,01/20/2016 08:36:35 ,0,2,1,6.15E-01,0.00E+00,-2.46E-04,2,7.19E-01,0.00E+00,2.88E-04,3,6.05E-01,0.00E+00,2.42E-04,4,6.38E-01,0.00E+00,2.55E-04,5,4.51E-01,0.00E+00,1.81E-04,6,7.95E-01,0.00E+00,-3.18E-04,Resultant,7.80E-01,0.00E+00,3.12E-04,16.38672,41.26172,860,1361,,,,,,
1,2337,01/20/2016 08:38:35 ,0,2,1,4.09E-01,0.00E+00,-1.63E-04,2,6.83E-01,0.00E+00,-2.73E-04,3,5.14E-01,0.00E+00,-2.06E-04,4,7.77E-01,0.00E+00,-3.11E-04,5,4.22E-01,0.00E+00,-1.69E-04,6,8.32E-01,0.00E+00,-3.33E-04,Resultant,7.01E-01,0.00E+00,2.80E-04,16.42969,41.36328,859.8,1363,,,,,,
1,2338,01/20/2016 08:40:35 ,0,2,1,8.57E-01,0.00E+00,-3.43E-04,2,1.02E+00,0.00E+00,4.10E-04,3,8.15E-01,0.00E+00,3.26E-04,4,1.68E+00,2.80E+00,4.98E-03,5,1.28E+00,0.00E+00,5.11E-04,6,1.41E+00,0.00E+00,5.65E-04,Resultant,1.21E+00,0.00E+00,4.83E-04,16.38672,41.29688,860.1,1360,,,,,,
1,2339,01/20/2016 08:42:35 ,0,2,1,8.55E-01,0.00E+00,-3.42E-04,2,1.15E+00,0.00E+00,4.60E-04,3,5.75E-01,0.00E+00,2.30E-04,4,1.80E+00,3.60E+00,6.49E-03,5,7.08E-01,0.00E+00,2.83E-04,6,9.72E-01,0.00E+00,-3.89E-04,Resultant,1.18E+00,0.00E+00,4.73E-04,16.38672,41.32813,860.1,1360,,,,,,
1,2340,01/20/2016 08:44:35 ,0,2,1,9.63E-01,0.00E+00,-3.85E-04,2,8.46E-01,0.00E+00,-3.38E-04,3,6.73E-01,0.00E+00,2.69E-04,4,1.08E+00,0.00E+00,-4.33E-04,5,5.64E-01,0.00E+00,-2.26E-04,6,1.14E+00,0.00E+00,-4.54E-04,Resultant,1.23E+00,0.00E+00,4.90E-04,16.38672,41.26172,852,1438,,,,,,
1,2341,01/20/2016 08:46:35 ,0,2,1,4.38E-01,0.00E+00,-1.75E-04,2,6.15E-01,0.00E+00,-2.46E-04,3,5.59E-01,0.00E+00,2.24E-04,4,5.39E-01,0.00E+00,2.15E-04,5,5.01E-01,0.00E+00,-2.00E-04,6,6.38E-01,0.00E+00,-2.55E-04,Resultant,7.13E-01,0.00E+00,2.85E-04,16.38672,42.08203,842.7,1527,,,,,,
1,2342,01/20/2016 08:48:35 ,0,2,1,5.12E-01,0.00E+00,-2.05E-04,2,5.63E-01,0.00E+00,-2.25E-04,3,4.90E-01,0.00E+00,1.96E-04,4,5.78E-01,0.00E+00,2.31E-04,5,4.78E-01,0.00E+00,1.91E-04,6,8.08E-01,0.00E+00,3.23E-04,Resultant,5.89E-01,0.00E+00,2.36E-04,16.38672,41.6875,842.5,1529,,,,,,
1,2343,01/20/2016 08:50:35 ,0,2,1,4.15E-01,0.00E+00,-1.66E-04,2,6.23E-01,0.00E+00,-2.49E-04,3,4.23E-01,0.00E+00,-1.69E-04,4,5.34E-01,0.00E+00,-2.14E-04,5,3.60E-01,0.00E+00,1.44E-04,6,6.05E-01,0.00E+00,-2.42E-04,Resultant,7.32E-01,0.00E+00,2.93E-04,16.46875,41.63281,842.1,1533,,,,,,
1,2344,01/20/2016 08:52:35 ,0,2,1,3.97E-01,0.00E+00,1.59E-04,2,5.31E-01,0.00E+00,2.13E-04,3,5.83E-01,0.00E+00,2.33E-04,4,5.42E-01,0.00E+00,2.17E-04,5,5.15E-01,0.00E+00,-2.06E-04,6,8.50E-01,0.00E+00,-3.40E-04,Resultant,6.65E-01,0.00E+00,2.66E-04,16.50781,41.17578,842.3,1531,,,,,,
1,2345,01/20/2016 08:54:35 ,0,2,1,4.69E-01,0.00E+00,-1.88E-04,2,5.80E-01,0.00E+00,2.32E-04,3,3.99E-01,0.00E+00,1.60E-04,4,6.44E-01,0.00E+00,-2.57E-04,5,4.56E-01,0.00E+00,1.82E-04,6,6.76E-01,0.00E+00,-2.70E-04,Resultant,6.12E-01,0.00E+00,2.45E-04,16.46875,41.23828,842.7,1527,,,,,,
1,2346,01/20/2016 08:56:35 ,0,2,1,4.06E-01,0.00E+00,-1.62E-04,2,5.80E-01,0.00E+00,2.32E-04,3,4.66E-01,0.00E+00,-1.86E-04,4,6.78E-01,0.00E+00,-2.71E-04,5,4.66E-01,0.00E+00,-1.87E-04,6,6.95E-01,0.00E+00,-2.78E-04,Resultant,6.47E-01,0.00E+00,2.59E-04,16.54688,41.17969,842.1,1533,,,,,,
1,2347,01/20/2016 08:58:35 ,0,2,1,4.00E-01,0.00E+00,-1.60E-04,2,6.08E-01,0.00E+00,2.43E-04,3,5.00E-01,0.00E+00,2.00E-04,4,6.72E-01,0.00E+00,-2.69E-04,5,3.59E-01,0.00E+00,1.44E-04,6,6.42E-01,0.00E+00,-2.57E-04,Resultant,6.82E-01,0.00E+00,2.73E-04,16.54688,41.24609,842,1534,,,,,,
1,2348,01/20/2016 09:00:35 ,0,2,1,3.67E-01,0.00E+00,-1.47E-04,2,6.67E-01,0.00E+00,2.67E-04,3,4.64E-01,0.00E+00,-1.86E-04,4,6.19E-01,0.00E+00,-2.48E-04,5,4.00E-01,0.00E+00,-1.60E-04,6,8.58E-01,0.00E+00,3.43E-04,Resultant,6.93E-01,0.00E+00,2.77E-04,16.50781,41.01172,842.2,1532,,,,,,
1,2349,01/20/2016 09:02:35 ,0,2,1,4.49E-01,0.00E+00,-1.79E-04,2,5.75E-01,0.00E+00,2.30E-04,3,6.23E-01,0.00E+00,2.49E-04,4,6.76E-01,0.00E+00,-2.70E-04,5,4.01E-01,0.00E+00,-1.61E-04,6,8.31E-01,0.00E+00,3.32E-04,Resultant,6.93E-01,0.00E+00,2.77E-04,16.54688,41.17969,842.3,1531,,,,,,
1,2350,01/20/2016 09:04:35 ,0,2,1,3.90E-01,0.00E+00,-1.56E-04,2,5.52E-01,0.00E+00,2.21E-04,3,5.26E-01,0.00E+00,-2.10E-04,4,7.06E-01,0.00E+00,-2.82E-04,5,4.63E-01,0.00E+00,-1.85E-04,6,9.15E-01,0.00E+00,3.66E-04,Resultant,6.96E-01,0.00E+00,2.78E-04,16.46875,41.33594,842,1534,,,,,,
1,2351,01/20/2016 09:06:35 ,0,2,1,4.57E-01,0.00E+00,-1.83E-04,2,5.75E-01,0.00E+00,-2.30E-04,3,5.30E-01,0.00E+00,2.12E-04,4,5.18E-01,0.00E+00,2.07E-04,5,4.04E-01,0.00E+00,-1.62E-04,6,6.92E-01,0.00E+00,2.77E-04,Resultant,6.33E-01,0.00E+00,2.53E-04,16.46875,41.30469,842.3,1531,,,,,,
1,2352,01/20/2016 09:08:35 ,0,2,1,3.46E-01,0.00E+00,1.39E-04,2,5.71E-01,0.00E+00,-2.28E-04,3,4.95E-01,0.00E+00,-1.98E-04,4,6.12E-01,0.00E+00,-2.45E-04,5,4.08E-01,0.00E+00,1.63E-04,6,6.96E-01,0.00E+00,2.78E-04,Resultant,6.74E-01,0.00E+00,2.70E-04,16.46875,41.26953,842,1534,,,,,,
1,2353,01/20/2016 09:10:35 ,0,2,1,4.12E-01,0.00E+00,-1.65E-04,2,6.00E-01,0.00E+00,2.40E-04,3,6.03E-01,0.00E+00,2.41E-04,4,7.87E-01,0.00E+00,-3.15E-04,5,4.53E-01,0.00E+00,-1.81E-04,6,6.89E-01,0.00E+00,-2.76E-04,Resultant,6.82E-01,0.00E+00,2.73E-04,16.46875,41.40234,842.2,1532,,,,,,
