TriggerMethod,EventNumber,EventTime,Order,EventType,Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Temperature (°C),RH (%RH),Pressure (mbar),Est. Altitude (m),GPSStatus,GPSFixTime,Lattitude,Longitude,Speed (km/h),Heading
1,1432,01/19/2016 02:28:35 ,0,2,1,2.71E-01,0.00E+00,1.08E-04,2,5.23E-01,0.00E+00,-2.09E-04,3,3.80E-01,0.00E+00,1.52E-04,4,5.23E-01,0.00E+00,-2.09E-04,5,4.07E-01,0.00E+00,1.63E-04,6,3.99E-01,0.00E+00,-1.60E-04,Resultant,6.09E-01,0.00E+00,2.44E-04,15.98828,47.53516,978.7,292,,,,,,
1,1433,01/19/2016 02:30:35 ,0,2,1,3.82E-01,0.00E+00,-1.53E-04,2,5.57E-01,0.00E+00,-2.23E-04,3,3.73E-01,0.00E+00,1.49E-04,4,3.72E-01,0.00E+00,-1.49E-04,5,4.22E-01,0.00E+00,1.69E-04,6,2.97E-01,0.00E+00,1.19E-04,Resultant,6.34E-01,0.00E+00,2.53E-04,15.98828,47.62891,978.8,291,,,,,,
1,1434,01/19/2016 02:32:35 ,0,2,1,3.20E-01,0.00E+00,-1.28E-04,2,7.08E-01,0.00E+00,-2.83E-04,3,3.37E-01,0.00E+00,-1.35E-04,4,3.45E-01,0.00E+00,1.38E-04,5,3.67E-01,0.00E+00,-1.47E-04,6,3.13E-01,0.00E+00,-1.25E-04,Resultant,7.45E-01,0.00E+00,2.98E-04,15.94922,47.75,978.8,291,,,,,,
1,1435,01/19/2016 02:34:35 ,0,2,1,3.94E-01,0.00E+00,1.58E-04,2,6.95E-01,0.00E+00,-2.78E-04,3,2.89E-01,0.00E+00,1.15E-04,4,4.08E-01,0.00E+00,1.63E-04,5,3.65E-01,0.00E+00,-1.46E-04,6,3.02E-01,0.00E+00,-1.21E-04,Resultant,7.46E-01,0.00E+00,2.99E-04,15.91016,47.62109,978.7,292,,,,,,
1,1436,01/19/2016 02:36:35 ,0,2,1,3.62E-01,0.00E+00,-1.45E-04,2,8.56E-01,0.00E+00,-3.42E-04,3,4.46E-01,0.00E+00,1.78E-04,4,1.44E+00,0.00E+00,5.76E-04,5,6.38E-01,0.00E+00,-2.55E-04,6,7.05E-01,0.00E+00,2.82E-04,Resultant,8.75E-01,0.00E+00,3.50E-04,15.86719,47.61328,978.9,290,,,,,,
1,1437,01/19/2016 02:38:35 ,0,2,1,3.79E-01,0.00E+00,-1.52E-04,2,7.25E-01,0.00E+00,-2.90E-04,3,3.39E-01,0.00E+00,1.36E-04,4,1.29E+00,0.00E+00,-5.15E-04,5,6.63E-01,0.00E+00,-2.65E-04,6,7.36E-01,0.00E+00,2.94E-04,Resultant,7.30E-01,0.00E+00,2.92E-04,15.82813,47.60938,978.7,292,,,,,,
1,1438,01/19/2016 02:40:35 ,0,2,1,3.95E-01,0.00E+00,-1.58E-04,2,7.43E-01,0.00E+00,-2.97E-04,3,4.61E-01,0.00E+00,1.85E-04,4,1.33E+00,0.00E+00,-5.30E-04,5,6.37E-01,0.00E+00,2.55E-04,6,7.07E-01,0.00E+00,2.83E-04,Resultant,7.96E-01,0.00E+00,3.18E-04,15.75,47.63281,978.9,290,,,,,,
1,1439,01/19/2016 02:42:35 ,0,2,1,6.08E-01,0.00E+00,-2.43E-04,2,7.62E-01,0.00E+00,-3.05E-04,3,4.73E-01,0.00E+00,1.89E-04,4,5.70E-01,0.00E+00,-2.28E-04,5,5.60E-01,0.00E+00,-2.24E-04,6,8.33E-01,0.00E+00,-3.33E-04,Resultant,7.72E-01,0.00E+00,3.09E-04,15.78906,47.41406,978.7,292,,,,,,
1,1440,01/19/2016 02:44:35 ,0,2,1,2.77E+00,1.44E+01,3.41E-02,2,2.62E+00,2.12E+01,-4.86E-02,3,1.85E+00,4.00E+00,7.36E-03,4,4.84E+00,2.28E+01,8.02E-02,5,3.89E+00,2.36E+01,-6.96E-02,6,5.77E+00,2.48E+01,8.45E-02,Resultant,3.33E+00,0.00E+00,1.33E-03,15.75,47.34766,978,298,,,,,,
1,1441,01/19/2016 02:46:35 ,0,2,1,1.33E+00,0.00E+00,-5.32E-04,2,1.14E+00,0.00E+00,-4.58E-04,3,1.09E+00,0.00E+00,4.38E-04,4,1.95E+00,6.80E+00,1.27E-02,5,1.56E+00,1.60E+00,2.96E-03,6,1.99E+00,4.40E+00,-8.33E-03,Resultant,1.52E+00,0.00E+00,6.10E-04,15.75,47.60156,979,289,,,,,,
1,1442,01/19/2016 02:48:35 ,0,2,1,1.72E+00,4.80E+00,-8.23E-03,2,2.45E+00,6.40E+00,-1.30E-02,3,1.83E+00,2.00E+00,3.79E-03,4,3.74E+00,1.68E+01,4.61E-02,5,2.15E+00,9.20E+00,-1.72E-02,6,3.35E+00,1.72E+01,4.25E-02,Resultant,2.75E+00,0.00E+00,1.10E-03,15.75,47.91797,989.5,200,,,,,,
1,1443,01/19/2016 02:50:35 ,0,2,1,1.55E+00,3.20E+00,5.37E-03,2,1.46E+00,0.00E+00,5.83E-04,3,1.21E+00,0.00E+00,4.83E-04,4,3.08E+00,1.44E+01,-3.56E-02,5,1.83E+00,5.60E+00,-9.74E-03,6,2.97E+00,1.40E+01,3.46E-02,Resultant,1.92E+00,0.00E+00,7.68E-04,15.75,48.13672,992.9,171,,,,,,
1,1444,01/19/2016 02:52:35 ,0,2,1,1.60E+00,4.80E+00,8.05E-03,2,2.42E+00,7.20E+00,-1.51E-02,3,1.50E+00,8.00E-01,1.75E-03,4,4.02E+00,2.20E+01,-6.31E-02,5,2.53E+00,1.48E+01,3.02E-02,6,3.00E+00,1.20E+01,2.78E-02,Resultant,2.43E+00,0.00E+00,9.70E-04,15.75,48.10547,993.2,168,,,,,,
1,1445,01/19/2016 02:54:35 ,0,2,1,1.37E+00,0.00E+00,-5.46E-04,2,1.69E+00,2.00E+00,3.67E-03,3,1.18E+00,0.00E+00,4.71E-04,4,2.48E+00,1.80E+01,3.64E-02,5,1.73E+00,3.20E+00,5.67E-03,6,2.31E+00,4.80E+00,9.76E-03,Resultant,1.80E+00,0.00E+00,7.20E-04,15.75,48.23047,992.7,172,,,,,,
1,1446,01/19/2016 02:56:35 ,0,2,1,1.27E+00,0.00E+00,5.08E-04,2,1.53E+00,1.60E+00,2.90E-03,3,1.28E+00,0.00E+00,5.12E-04,4,2.85E+00,1.32E+01,3.01E-02,5,1.97E+00,1.40E+01,2.60E-02,6,3.12E+00,1.56E+01,-3.70E-02,Resultant,1.72E+00,0.00E+00,6.89E-04,15.75,48.16797,993.1,169,,,,,,
1,1447,01/19/2016 02:58:35 ,0,2,1,1.72E+00,7.20E+00,-1.19E-02,2,1.84E+00,5.60E+00,1.01E-02,3,1.10E+00,0.00E+00,4.42E-04,4,2.78E+00,1.44E+01,-3.20E-02,5,2.18E+00,9.20E+00,1.69E-02,6,2.89E+00,1.24E+01,-2.82E-02,Resultant,2.18E+00,0.00E+00,8.71E-04,15.70703,48.07031,993.3,167,,,,,,
1,1448,01/19/2016 03:00:35 ,0,2,1,1.70E+00,2.40E+00,4.35E-03,2,2.17E+00,1.16E+01,2.37E-02,3,1.53E+00,1.60E+00,2.90E-03,4,3.87E+00,1.96E+01,-5.82E-02,5,2.34E+00,1.36E+01,2.47E-02,6,4.04E+00,1.80E+01,-4.71E-02,Resultant,2.31E+00,0.00E+00,9.25E-04,15.70703,47.97266,992.7,172,,,,,,
1,1449,01/19/2016 03:02:35 ,0,2,1,1.41E+00,0.00E+00,5.64E-04,2,2.12E+00,1.88E+01,3.60E-02,3,2.19E+00,4.00E+00,-8.04E-03,4,4.56E+00,2.24E+01,7.24E-02,5,2.79E+00,1.32E+01,2.97E-02,6,2.69E+00,1.08E+01,-2.28E-02,Resultant,2.43E+00,0.00E+00,9.71E-04,15.70703,48.13281,992.7,172,,,,,,
1,1450,01/19/2016 03:04:35 ,0,2,1,1.37E+00,0.00E+00,-5.48E-04,2,1.82E+00,3.20E+00,6.00E-03,3,1.48E+00,8.00E-01,1.72E-03,4,3.07E+00,1.40E+01,-3.28E-02,5,1.71E+00,3.20E+00,-5.67E-03,6,2.94E+00,7.60E+00,1.75E-02,Resultant,1.95E+00,0.00E+00,7.79E-04,15.66797,48.16016,992.9,171,,,,,,
1,1451,01/19/2016 03:06:35 ,0,2,1,1.47E+00,0.00E+00,5.88E-04,2,1.89E+00,5.20E+00,9.66E-03,3,1.50E+00,1.20E+00,-2.35E-03,4,2.67E+00,1.92E+01,4.34E-02,5,2.18E+00,8.40E+00,-1.66E-02,6,2.93E+00,9.20E+00,-2.20E-02,Resultant,2.11E+00,0.00E+00,8.46E-04,15.66797,48.125,992.5,174,,,,,,
1,1452,01/19/2016 03:08:35 ,0,2,1,1.16E+00,0.00E+00,-4.64E-04,2,1.17E+00,0.00E+00,-4.68E-04,3,1.22E+00,0.00E+00,-4.88E-04,4,2.17E+00,4.40E+00,9.33E-03,5,1.43E+00,0.00E+00,5.73E-04,6,1.97E+00,8.00E+00,1.51E-02,Resultant,1.32E+00,0.00E+00,5.29E-04,15.66797,48.16016,992.9,171,,,,,,
1,1453,01/19/2016 03:10:35 ,0,2,1,1.31E+00,0.00E+00,-5.23E-04,2,2.04E+00,1.20E+01,2.31E-02,3,1.27E+00,0.00E+00,-5.09E-04,4,3.77E+00,2.20E+01,6.37E-02,5,2.01E+00,1.56E+01,2.82E-02,6,2.76E+00,9.60E+00,-2.28E-02,Resultant,2.28E+00,0.00E+00,9.10E-04,15.66797,48.19141,993,170,,,,,,
1,1454,01/19/2016 03:12:35 ,0,2,1,1.33E+00,0.00E+00,-5.32E-04,2,2.08E+00,1.28E+01,2.53E-02,3,1.47E+00,1.60E+00,-2.87E-03,4,3.35E+00,2.68E+01,6.83E-02,5,2.24E+00,1.76E+01,3.45E-02,6,4.00E+00,1.68E+01,4.34E-02,Resultant,2.45E+00,0.00E+00,9.79E-04,15.62891,48.24609,992.6,173,,,,,,
1,1455,01/19/2016 03:14:35 ,0,2,1,2.31E+00,6.40E+00,1.19E-02,2,2.60E+00,8.40E+00,-2.07E-02,3,2.00E+00,2.80E+00,-5.46E-03,4,5.80E+00,1.56E+01,-7.23E-02,5,3.89E+00,1.76E+01,5.60E-02,6,6.97E+00,1.80E+01,8.65E-02,Resultant,3.22E+00,0.00E+00,1.29E-03,15.58984,48.24219,992.8,172,,,,,,
1,1456,01/19/2016 03:16:35 ,0,2,1,1.31E+00,0.00E+00,5.26E-04,2,1.44E+00,0.00E+00,5.76E-04,3,1.11E+00,0.00E+00,4.45E-04,4,2.79E+00,1.80E+01,-3.92E-02,5,2.10E+00,4.40E+00,8.44E-03,6,2.23E+00,4.80E+00,-9.49E-03,Resultant,1.68E+00,0.00E+00,6.71E-04,15.58984,48.33594,992.4,175,,,,,,
1,1457,01/19/2016 03:18:35 ,0,2,1,1.25E+00,0.00E+00,-4.99E-04,2,1.64E+00,1.60E+00,3.02E-03,3,1.11E+00,0.00E+00,-4.44E-04,4,2.41E+00,1.00E+01,2.01E-02,5,1.81E+00,5.20E+00,-8.97E-03,6,2.12E+00,8.80E+00,-1.67E-02,Resultant,1.70E+00,0.00E+00,6.80E-04,15.58984,48.21094,993,170,,,,,,
1,1458,01/19/2016 03:20:35 ,0,2,1,1.19E+00,0.00E+00,4.76E-04,2,1.12E+00,0.00E+00,-4.47E-04,3,1.13E+00,0.00E+00,4.53E-04,4,2.05E+00,5.60E+00,-1.05E-02,5,2.04E+00,1.16E+01,-2.12E-02,6,2.05E+00,7.60E+00,1.38E-02,Resultant,1.35E+00,0.00E+00,5.41E-04,15.58984,48.14844,992.5,174,,,,,,
1,1459,01/19/2016 03:22:35 ,0,2,1,5.66E+00,1.36E+01,5.33E-02,2,6.80E+00,3.76E+01,1.58E-01,3,5.65E+00,4.80E+00,1.84E-02,4,1.37E+01,3.92E+01,2.55E-01,5,5.95E+00,2.04E+01,8.26E-02,6,1.31E+01,1.20E+01,9.69E-02,Resultant,7.49E+00,0.00E+00,2.99E-03,15.58984,48.58984,992.2,177,,,,,,
1,1460,01/19/2016 03:24:35 ,0,2,1,1.47E+00,0.00E+00,5.88E-04,2,1.87E+00,2.80E+00,5.22E-03,3,1.30E+00,0.00E+00,-5.19E-04,4,2.73E+00,1.64E+01,3.63E-02,5,2.22E+00,9.20E+00,-1.80E-02,6,2.88E+00,9.60E+00,-2.23E-02,Resultant,1.93E+00,0.00E+00,7.70E-04,15.58984,48.80859,986.3,227,,,,,,
1,1461,01/19/2016 03:26:35 ,0,2,1,1.42E+00,0.00E+00,5.68E-04,2,1.20E+00,0.00E+00,-4.80E-04,3,1.28E+00,0.00E+00,5.11E-04,4,2.24E+00,9.20E+00,-1.86E-02,5,1.66E+00,5.60E+00,9.21E-03,6,2.47E+00,8.00E+00,-1.80E-02,Resultant,1.66E+00,0.00E+00,6.63E-04,15.58984,49.3125,984.9,239,,,,,,
1,1462,01/19/2016 03:28:35 ,0,2,1,1.20E+00,0.00E+00,4.79E-04,2,1.17E+00,0.00E+00,-4.67E-04,3,1.14E+00,0.00E+00,-4.54E-04,4,2.63E+00,1.24E+01,-2.64E-02,5,1.71E+00,7.60E+00,1.26E-02,6,2.18E+00,1.04E+01,1.98E-02,Resultant,1.47E+00,0.00E+00,5.89E-04,15.54688,49.33594,986.4,226,,,,,,
1,1463,01/19/2016 03:30:35 ,0,2,1,1.36E+00,0.00E+00,-5.44E-04,2,1.92E+00,9.60E+00,1.71E-02,3,1.43E+00,0.00E+00,-5.73E-04,4,3.37E+00,1.80E+01,4.91E-02,5,1.95E+00,1.00E+01,-1.73E-02,6,2.63E+00,1.00E+01,2.31E-02,Resultant,2.10E+00,0.00E+00,8.38E-04,15.54688,49.27344,987.4,217,,,,,,
1,1464,01/19/2016 03:32:35 ,0,2,1,1.79E+00,3.60E+00,-6.46E-03,2,2.21E+00,1.36E+01,2.77E-02,3,1.76E+00,2.40E+00,4.36E-03,4,4.39E+00,2.32E+01,7.56E-02,5,3.29E+00,2.48E+01,-6.49E-02,6,3.97E+00,1.96E+01,5.53E-02,Resultant,2.69E+00,0.00E+00,1.08E-03,15.54688,49.30469,989.1,203,0,01/19/2016 03:41:04 ,46.40027618,4.855083466,87,6
1,1465,01/19/2016 03:34:35 ,0,2,1,1.53E+00,2.00E+00,3.44E-03,2,1.71E+00,3.20E+00,5.72E-03,3,1.41E+00,0.00E+00,-5.65E-04,4,3.68E+00,1.08E+01,-3.31E-02,5,2.64E+00,1.52E+01,3.25E-02,6,2.39E+00,8.00E+00,-1.69E-02,Resultant,1.85E+00,0.00E+00,7.42E-04,15.50781,49.23828,989.2,202,0,01/19/2016 03:43:04 ,46.42527771,4.867888927,89,13
1,1466,01/19/2016 03:36:35 ,0,2,1,1.24E+00,0.00E+00,4.97E-04,2,1.30E+00,0.00E+00,-5.21E-04,3,1.20E+00,0.00E+00,-4.80E-04,4,2.58E+00,1.16E+01,-2.60E-02,5,1.98E+00,8.80E+00,1.55E-02,6,3.10E+00,9.60E+00,-2.22E-02,Resultant,1.66E+00,0.00E+00,6.66E-04,15.50781,49.20703,989.7,198,0,01/19/2016 03:45:04 ,46.45158386,4.872805595,84,11
1,1467,01/19/2016 03:38:35 ,0,2,1,1.50E+00,1.20E+00,-2.36E-03,2,2.02E+00,1.20E+01,2.18E-02,3,1.08E+00,0.00E+00,-4.31E-04,4,2.99E+00,2.36E+01,5.32E-02,5,1.71E+00,7.20E+00,-1.22E-02,6,2.39E+00,1.08E+01,2.24E-02,Resultant,2.21E+00,0.00E+00,8.86E-04,15.50781,49.14453,991.1,186,0,01/19/2016 03:47:04 ,46.47633362,4.886805534,88,25
1,1468,01/19/2016 03:40:35 ,0,2,1,1.09E+00,0.00E+00,4.35E-04,2,1.66E+00,1.60E+00,3.03E-03,3,1.33E+00,0.00E+00,-5.32E-04,4,2.25E+00,1.20E+01,-2.36E-02,5,1.70E+00,2.80E+00,-5.07E-03,6,2.23E+00,1.00E+01,1.94E-02,Resultant,1.67E+00,0.00E+00,6.70E-04,15.50781,49.11328,990.1,194,0,01/19/2016 03:49:04 ,46.50063705,4.902500153,88,29
1,1469,01/19/2016 03:42:35 ,0,2,1,1.02E+00,0.00E+00,4.08E-04,2,1.21E+00,0.00E+00,-4.85E-04,3,1.11E+00,0.00E+00,4.43E-04,4,2.14E+00,1.12E+01,-2.16E-02,5,1.44E+00,0.00E+00,5.74E-04,6,2.38E+00,1.12E+01,2.34E-02,Resultant,1.36E+00,0.00E+00,5.46E-04,15.46875,48.88672,987.1,220,0,01/19/2016 03:51:04 ,46.52488708,4.917944431,88,22
1,1470,01/19/2016 03:44:35 ,0,2,1,1.12E+00,0.00E+00,4.48E-04,2,1.08E+00,0.00E+00,-4.32E-04,3,1.41E+00,0.00E+00,5.64E-04,4,2.16E+00,1.04E+01,-2.02E-02,5,2.18E+00,1.24E+01,2.32E-02,6,2.94E+00,1.16E+01,2.90E-02,Resultant,1.47E+00,0.00E+00,5.87E-04,15.42969,48.97656,989.9,196,0,01/19/2016 03:53:02 ,46.54944611,4.910805702,87,314
1,1471,01/19/2016 03:46:35 ,0,2,1,1.36E+00,0.00E+00,-5.46E-04,2,1.08E+00,0.00E+00,-4.31E-04,3,1.01E+00,0.00E+00,-4.03E-04,4,2.57E+00,1.28E+01,2.56E-02,5,1.61E+00,2.00E+00,3.67E-03,6,2.65E+00,1.28E+01,-2.69E-02,Resultant,1.67E+00,0.00E+00,6.67E-04,15.42969,49.00781,987.4,217,0,01/19/2016 03:55:02 ,46.57236099,4.89677763,89,13
1,1472,01/19/2016 03:48:35 ,0,2,1,1.28E+00,0.00E+00,-5.12E-04,2,1.97E+00,6.40E+00,1.16E-02,3,1.46E+00,0.00E+00,5.84E-04,4,3.45E+00,1.92E+01,5.09E-02,5,2.29E+00,1.16E+01,-2.35E-02,6,3.47E+00,1.56E+01,4.12E-02,Resultant,2.05E+00,0.00E+00,8.18E-04,15.42969,48.94531,988.6,207,0,01/19/2016 03:57:02 ,46.59725189,4.892555714,89,323
1,1473,01/19/2016 03:50:35 ,0,2,1,1.18E+00,0.00E+00,4.73E-04,2,1.44E+00,0.00E+00,5.74E-04,3,1.43E+00,0.00E+00,-5.73E-04,4,2.62E+00,1.40E+01,3.00E-02,5,1.94E+00,9.60E+00,1.77E-02,6,2.92E+00,1.32E+01,2.97E-02,Resultant,1.50E+00,0.00E+00,5.98E-04,15.42969,48.94531,986.8,222,0,01/19/2016 03:59:02 ,46.61663818,4.866472244,86,321
1,1474,01/19/2016 03:52:35 ,0,2,1,1.89E+00,6.00E+00,-1.10E-02,2,1.46E+00,0.00E+00,-5.83E-04,3,1.64E+00,2.00E+00,3.70E-03,4,2.43E+00,8.00E+00,-1.68E-02,5,2.25E+00,1.40E+01,-2.77E-02,6,3.80E+00,1.08E+01,2.96E-02,Resultant,1.99E+00,0.00E+00,7.96E-04,15.34766,48.90234,985.9,230,0,01/19/2016 04:01:02 ,46.64199829,4.859638691,84,1
1,1475,01/19/2016 03:54:35 ,0,2,1,1.75E+00,4.40E+00,-7.69E-03,2,2.42E+00,6.00E+00,1.27E-02,3,3.55E+00,5.60E+00,-1.51E-02,4,4.04E+00,1.16E+01,3.53E-02,5,2.71E+00,6.00E+00,-1.49E-02,6,2.88E+00,4.40E+00,1.13E-02,Resultant,4.04E+00,0.00E+00,1.61E-03,15.34766,48.93359,992,178,0,01/19/2016 04:03:02 ,46.66788864,4.850389004,89,338
1,1476,01/19/2016 03:56:35 ,0,2,1,1.37E+00,0.00E+00,-5.47E-04,2,1.20E+00,0.00E+00,-4.79E-04,3,1.14E+00,0.00E+00,4.55E-04,4,2.47E+00,1.04E+01,2.17E-02,5,1.87E+00,6.80E+00,1.18E-02,6,3.05E+00,7.60E+00,-1.81E-02,Resultant,1.51E+00,0.00E+00,6.02E-04,15.34766,48.93359,991,187,0,01/19/2016 04:05:02 ,46.69405365,4.84375,89,355
1,1477,01/19/2016 03:58:35 ,0,2,1,2.13E+00,4.80E+00,9.63E-03,2,2.56E+00,8.80E+00,-1.90E-02,3,2.86E+00,9.60E+00,-1.99E-02,4,4.64E+00,2.36E+01,6.69E-02,5,3.62E+00,1.40E+01,-4.01E-02,6,5.44E+00,1.08E+01,3.81E-02,Resultant,3.06E+00,0.00E+00,1.22E-03,15.34766,49.4375,989,204,0,01/19/2016 04:07:02 ,46.71986008,4.838916779,84,352
1,1478,01/19/2016 04:00:35 ,0,2,1,1.28E+00,0.00E+00,-5.11E-04,2,1.14E+00,0.00E+00,4.57E-04,3,1.40E+00,0.00E+00,-5.60E-04,4,2.30E+00,7.60E+00,1.50E-02,5,2.05E+00,4.00E+00,7.50E-03,6,2.16E+00,1.08E+01,2.15E-02,Resultant,1.65E+00,0.00E+00,6.61E-04,15.34766,49.5625,991.2,185,0,01/19/2016 04:09:02 ,46.7444458,4.833638668,84,347
1,1479,01/19/2016 04:02:35 ,0,2,1,1.56E+00,1.60E+00,2.95E-03,2,2.02E+00,2.40E+00,4.67E-03,3,1.69E+00,2.40E+00,4.24E-03,4,2.99E+00,1.80E+01,4.23E-02,5,1.95E+00,7.20E+00,1.30E-02,6,2.49E+00,7.20E+00,1.57E-02,Resultant,2.09E+00,0.00E+00,8.35E-04,15.34766,50.09375,990.5,191,0,01/19/2016 04:11:02 ,46.76930618,4.821888924,88,337
1,1480,01/19/2016 04:04:35 ,0,2,1,1.24E+00,0.00E+00,4.96E-04,2,1.41E+00,0.00E+00,5.63E-04,3,1.22E+00,0.00E+00,4.90E-04,4,2.23E+00,1.56E+01,3.01E-02,5,1.40E+00,0.00E+00,5.61E-04,6,2.16E+00,1.28E+01,2.39E-02,Resultant,1.53E+00,0.00E+00,6.10E-04,15.26953,50.23828,990.7,189,0,01/19/2016 04:13:02 ,46.79552841,4.822972298,90,15
1,1481,01/19/2016 04:06:35 ,0,2,1,1.43E+00,0.00E+00,-5.72E-04,2,1.81E+00,5.60E+00,9.78E-03,3,1.73E+00,2.00E+00,3.71E-03,4,2.43E+00,1.56E+01,3.18E-02,5,1.72E+00,5.60E+00,-9.57E-03,6,2.59E+00,1.24E+01,2.77E-02,Resultant,1.96E+00,0.00E+00,7.85E-04,15.30859,50.30469,990.8,189,0,01/19/2016 04:15:02 ,46.82164001,4.829805374,87,8
1,1482,01/19/2016 04:08:35 ,0,2,1,1.28E+00,0.00E+00,-5.11E-04,2,1.41E+00,0.00E+00,5.64E-04,3,1.32E+00,0.00E+00,-5.30E-04,4,2.53E+00,1.32E+01,2.92E-02,5,2.11E+00,1.20E+01,2.20E-02,6,2.70E+00,1.04E+01,2.30E-02,Resultant,1.55E+00,0.00E+00,6.22E-04,15.26953,50.17578,990.4,192,0,01/19/2016 04:17:02 ,46.84797287,4.829555511,86,343
1,1483,01/19/2016 04:10:35 ,0,2,1,1.42E+00,0.00E+00,-5.67E-04,2,1.14E+00,0.00E+00,4.56E-04,3,1.69E+00,2.00E+00,-3.82E-03,4,2.50E+00,1.00E+01,-2.02E-02,5,2.02E+00,7.20E+00,-1.30E-02,6,2.43E+00,9.20E+00,-1.76E-02,Resultant,1.86E+00,0.00E+00,7.43E-04,15.26953,50.05078,988,212,0,01/19/2016 04:19:02 ,46.87319565,4.818972111,84,355
1,1484,01/19/2016 04:12:35 ,0,2,1,1.54E+00,3.20E+00,-5.35E-03,2,1.73E+00,2.40E+00,4.46E-03,3,1.50E+00,1.20E+00,-2.34E-03,4,3.45E+00,1.96E+01,4.94E-02,5,2.45E+00,1.44E+01,-3.04E-02,6,3.42E+00,2.04E+01,4.57E-02,Resultant,2.15E+00,0.00E+00,8.59E-04,15.26953,49.92578,988.4,209,0,01/19/2016 04:21:02 ,46.89958191,4.822555542,88,356
1,1485,01/19/2016 04:14:35 ,0,2,1,1.30E+00,0.00E+00,-5.22E-04,2,1.53E+00,8.00E-01,1.76E-03,3,1.79E+00,3.20E+00,-5.69E-03,4,2.75E+00,1.08E+01,-2.34E-02,5,1.94E+00,7.20E+00,-1.30E-02,6,2.69E+00,8.80E+00,-1.95E-02,Resultant,1.85E+00,0.00E+00,7.42E-04,15.23047,49.85938,989.5,200,0,01/19/2016 04:23:02 ,46.92649841,4.819694519,92,9
1,1486,01/19/2016 04:16:35 ,0,2,1,1.38E+00,0.00E+00,5.51E-04,2,1.32E+00,0.00E+00,-5.28E-04,3,1.22E+00,0.00E+00,4.86E-04,4,2.73E+00,1.48E+01,-3.27E-02,5,1.58E+00,2.40E+00,4.26E-03,6,2.42E+00,6.00E+00,-1.26E-02,Resultant,1.58E+00,0.00E+00,6.31E-04,15.1875,49.82031,989.6,199,0,01/19/2016 04:25:02 ,46.95163727,4.831944466,89,20
1,1487,01/19/2016 04:18:35 ,0,2,1,1.26E+00,0.00E+00,5.02E-04,2,1.23E+00,0.00E+00,-4.93E-04,3,1.34E+00,0.00E+00,5.38E-04,4,2.04E+00,7.20E+00,1.39E-02,5,1.61E+00,3.20E+00,5.47E-03,6,2.39E+00,9.20E+00,1.95E-02,Resultant,1.58E+00,0.00E+00,6.33E-04,15.14844,49.78516,988.7,206,0,01/19/2016 04:27:02 ,46.97663879,4.84375,89,25
1,1488,01/19/2016 04:20:35 ,0,2,1,1.10E+00,0.00E+00,-4.42E-04,2,1.09E+00,0.00E+00,-4.37E-04,3,1.03E+00,0.00E+00,-4.10E-04,4,1.77E+00,1.00E+01,1.70E-02,5,1.54E+00,2.00E+00,3.53E-03,6,2.16E+00,6.80E+00,-1.32E-02,Resultant,1.38E+00,0.00E+00,5.50E-04,15.14844,49.69141,988.7,206,0,01/19/2016 04:29:02 ,47.00108337,4.860194206,87,20
1,1489,01/19/2016 04:22:35 ,0,2,1,1.13E+00,0.00E+00,4.50E-04,2,1.03E+00,0.00E+00,-4.11E-04,3,1.24E+00,0.00E+00,-4.98E-04,4,1.82E+00,3.20E+00,-5.97E-03,5,2.00E+00,5.60E+00,-1.02E-02,6,2.09E+00,5.60E+00,1.10E-02,Resultant,1.54E+00,0.00E+00,6.16E-04,15.10938,49.59375,988.4,209,0,01/19/2016 04:31:02 ,47.02583313,4.873610973,85,23
1,1490,01/19/2016 04:24:35 ,0,2,1,1.14E+00,0.00E+00,4.55E-04,2,1.16E+00,0.00E+00,-4.64E-04,3,1.07E+00,0.00E+00,4.28E-04,4,2.93E+00,1.32E+01,3.08E-02,5,1.64E+00,2.00E+00,3.68E-03,6,2.38E+00,9.20E+00,-1.88E-02,Resultant,1.41E+00,0.00E+00,5.65E-04,15.10938,49.59375,988.5,208,0,01/19/2016 04:33:02 ,47.04769516,4.895166874,91,43
1,1491,01/19/2016 04:26:35 ,0,2,1,2.12E+00,6.40E+00,1.23E-02,2,2.36E+00,8.00E+00,-1.64E-02,3,2.05E+00,4.40E+00,8.42E-03,4,3.29E+00,1.52E+01,-3.76E-02,5,2.35E+00,9.20E+00,1.92E-02,6,2.88E+00,9.20E+00,2.06E-02,Resultant,2.41E+00,0.00E+00,9.64E-04,15.10938,49.46875,986.5,225,0,01/19/2016 04:35:02 ,47.06830597,4.919472218,87,32
